,target,text
2954,0,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing."
1071,1,URGENT! We are trying to contact U. Todays draw shows that you have won a Â£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only
4383,0,No need lar i go engin? Cos my sis at arts today...
1978,0,No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.
1201,0,I know she called me
1225,0,"sir, you will receive the account no another 1hr time. Sorry for the delay."
4588,0,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :)
1679,0,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me..."
5115,0,Thanks. Fills me with complete calm and reassurance! 
2278,0,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...
4705,0,Hey anyway i have to :-)
3342,0,You will go to walmart. I.ll stay.
5282,0,"Yeah, probably here for a while"
3488,0,Still i have not checked it da. . .
4388,0,"see you then, we're all christmassy here!"
2725,0,No. But we'll do medical missions to nigeria
2812,0,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
1053,0,Jay's getting really impatient and belligerent
4173,0,Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.
293,0,Are you this much buzy
3944,0,"Until 545 lor... Ya, can go 4 dinner together..."
4069,0,Hope youÂ’re not having too much fun without me!! see u tomorrow love jess x
716,1,+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON Â£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxÂ£7. 50
1476,0,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?
2313,0,So what do you guys do.
4290,0,"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less."
2288,0,Dont you have message offer
5432,0,You're gonna have to be way more specific than that
2732,0,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.
4537,0,Normally i use to drink more water daily:)
2468,0,Lol well don't do it without me. We could have a big sale together.
370,0,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ..."
1169,0,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil
955,0,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...
3121,0,Small problem in auction:)punj now asking tiwary
1187,0,There's no point hangin on to mr not right if he's not makin u happy
5414,0,You should get more chicken broth if you want ramen unless there's some I don't know about
532,0,Gudnite....tc...practice going on
1566,0,I am late. I will be there at
2887,0,K I'll take care of it
4789,0,We're on the opposite side from where we dropped you off
5159,0,Ok... Then r we meeting later?
2176,0,get ready to moan and scream :)
391,0,Hey so this sat are we going for the intro pilates only? Or the kickboxing too? 
4137,0,Just got to  &lt;#&gt;
5489,0,K. I will sent it again
5257,0,1 in cbe. 2 in chennai.
3577,0,Yeah confirmed for you staying at  that weekend
4058,0,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.
3942,0,She's borderline but yeah whatever.
2163,0,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx
4697,0,"Okey dokey, iâ€˜ll be over in a bit just sorting some stuff out."
566,0,Oooh bed ridden ey? What are YOU thinking of?
1335,0,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)"
1568,0,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
3438,0,Its good to hear from you
2633,0,"That's what I love to hear :V see you sundayish, then"
4767,1,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412
1616,0,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas"
1125,1,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p
1711,0,I got your back! Do you have any dislikes in bed?
925,0,"K, wait chikku..il send aftr  &lt;#&gt; mins"
1439,0,In fact when do you leave? I think addie goes back to school tues or wed
4116,0,What you doing?how are you?
2363,1,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play Â£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088"
1027,0,Are you not around or just still asleep? :V
4495,0,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.
3445,0,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. .."
4041,1,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed Â£1000 cash or Â£5000 prize!
1571,0,Near kalainar tv office.thenampet
363,0,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...
4329,0,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-)
3009,1,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q
266,0,"Not sure yet, still trying to get a hold of him"
3825,0,Hi. I'm always online on yahoo and would like to chat with you someday
3634,0,Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs
3408,1,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705
851,0,"I am real, baby! I want to bring out your inner tigress..."
4332,0,ALSO TELL HIM I SAID HAPPY BIRTHDAY
801,0,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice
5540,0,Yeah it's jus rite...
55,1,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! "
141,0,"Sir, Waiting for your mail."
1774,0,"Its ok chikku, and its my 1 of favourite song..:-)"
1005,0,Give me a sec to think think about it
2971,0,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence.."
3887,0,Cab is available.they pick up and drop at door steps.
1940,0,Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex
2710,1,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
501,0,When can Ã¼ come out?
695,0,Good. Good job. I like entrepreneurs
3017,0,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -
5505,0,God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8
168,0,Great escape. I fancy the bridge but needs her lager. See you tomo 
2948,0,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-)
4690,0,Ok no prob
1234,0,Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx
4575,0,Not directly behind... Abt 4 rows behind Ã¼...
1269,0,"Tee hee. Off to lecture, cheery bye bye."
2460,0,i cant talk to you now.i will call when i can.dont keep calling.
4459,1,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send ""go stop"" to 89123"
472,0,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos..."
1911,0,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.
2893,0,K I'll be sure to get up before noon and see what's what
2704,1,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!
2175,0,I'm at work. Please call
3023,0,You are a very very very very bad girl. Or lady.
2715,0,Cool. I am  &lt;#&gt;  inches long. hope you like them big!
4167,0,Are you at work right now ?
5284,1,"URGENT! You have won a 1 week FREE membership in our Â£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18"
2469,0,* Am on my way
4900,1,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a Â£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
1073,0,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.
4330,0,i thought we were doing a king of the hill thing there.
3892,1,URGENT This is our 2nd attempt to contact U. Your Â£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM
4750,0,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to"
1388,0,Oh k.i think most of wi and nz players unsold.
3602,0,Cps is causing the outages to conserve energy.
4242,1,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!
2740,0,Nothing. Can...
5011,1,You have WON a guaranteed Â£1000 cash or a Â£2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p
5539,1,ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O Â£250 3 WANT Â£800
4644,0,Did u got that persons story
970,0,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?"
2970,0,U should make a fb list
4128,0,I dont thnk its a wrong calling between us
4268,0,Hey so whats the plan this sat? 
1426,0,Ok...
1562,0,Dude just saw a parked car with its sunroof popped up. Sux
3330,0,Send me yetty's number pls.
1137,0,LOL ... No just was busy
5332,0,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols"
4282,0,U can call now...
3433,0,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas..."
3601,0,"Jay told me already, will do"
4563,0,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time"
633,0,Got it. Seventeen pounds for seven hundred ml â€“ hope ok.
102,0,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
5366,0,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates
1808,0,Aiyo a bit pai seh Ã¼ noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...
117,0,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! 
550,0,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck"
